lat,long,amenity,name,description,operator,brand,brand:wikipedia
43.121299,131.9030955,education,Автошкола ВГУЭС,,ВГУЭС,,
43.1214121,131.9030285,education,Школа картинга ВГУЭС,,ВГУЭС,,
43.1237265,131.9048949,atm,,,Приморье,,
43.1109577,131.9456617,alco,Хунь-Чунь,кафе-бар,,,
43.1632103,131.9424885,car_wash,,,,,
43.217325,131.9599746,facility,,,,,
43.1670548,131.9403858,fast_food,STROGANOFF,,,,
43.1113859,131.9392341,fast_food,Бургерная,,,,
43.1117944,131.9369741,pharmacy,Рифарм ДВ,,,,
43.1117762,131.937072,atm,,,Азиатско тихоокеанский банк,,
43.1117866,131.9370231,atm,,,ДВБ,,
43.1185523,131.9005322,facility,,,,,
43.1325449,131.9042486,bank,Банк Приморье,,,,
43.1325413,131.9043048,vending_machine,Мой Дельфин,"автомат покупки карты ""Мой дельфин""",Банк Приморье,,
43.1249497,131.8945047,cafe,Булка,,,,
43.1876135,131.984511,facility,Полуразрушенный навес,полог разорван,,,
43.1166312,131.9400968,place_of_worship,,,,,
43.1119787,131.9379359,cafe,,,,,
43.1119759,131.9378972,vending_machine,,,"кинотеатр ""Владивосток""",,
43.1155262,131.9049022,restaurant,Santropez,,,,
43.1804827,131.9141798,cafe,Аполлон,,,,
43.1774815,131.9164963,education,Приморская краевая библиотека для слепых,,,,
43.1754112,131.9138184,pharmacy,ООО НефРос,,,,
43.1743385,131.9168931,cafe,Два грузина,,,,
43.1748077,131.9166885,medics,"Владивостокская детская поликлиника №3, КГБУЗ, филиал",,,,
43.1832118,131.9163203,medics,Краевая детская стоматологическая поликлиника,,,,
43.0965899,131.9495565,facility,,,,,
43.1697322,132.0824841,facility,,,,,
43.1698379,132.0825364,facility,,,,,
43.1704874,132.0841303,facility,,,,,
43.0725262,131.9384663,facility,,,,,
43.1379984,131.8954179,facility,,,,,
43.1452644,131.9522066,cafe,Караван,,,,
43.1158871,131.8859286,atm,,,Сбербанк,,
43.1311933,131.9422323,atm,,,ВТБ,,
43.1311958,131.9422419,atm,,,"ОАО ""Альфа-Банк""",,
43.131207,131.9422582,atm,,,ДВБ,,
43.1312669,131.9421356,pharmacy,,,,,
43.1312521,131.9421024,restaurant,Зойкина квартира,"с 12 до 16 - ""бизнес ланч"" за 350 руб.",,,
43.1314025,131.9421957,cafe,Эстоль,,,,
43.1314179,131.9422127,alco,Эстоль,,,,
43.1314611,131.9423296,facility,,,,,
43.1387864,131.9494466,facility,,,,,
43.1660632,131.9088165,cafe,Рэндвик,,,,
43.1660352,131.9086157,bank,Сбербанк,обслуживание частных клиентов,,,
43.2290912,131.9803701,cafe,Сказки востока,,,,
43.2292593,131.9797715,cafe,Закусочная,,,,
43.1116052,131.9171244,bank,Регио Банк,,,,
43.1135173,131.9403194,facility,,,,,
43.1140931,131.9406629,facility,,,,,
43.1156409,131.9411233,facility,,,,,
43.115648,131.9411361,facility,,,,,
43.190266,131.9815351,facility,,,,,
43.1144227,131.8960876,car_wash,555,"Автомойка, химчистка",,,
43.1118203,131.9381871,medics,"Клиника ""ВитаДизайн""",,,,
43.0975564,131.974427,goverment,Миграционный центр,,,,
43.1005015,131.9497225,bank,Дальневосточный банк,,,,
43.1158146,131.9602199,pharmacy,,,,,
43.120011,131.9591073,pharmacy,,,,,
43.1331588,131.8977763,community_centre,Совет ветеранов,,,,
43.1368508,131.8955821,facility,,,,,
43.1139789,131.9309757,post_box,,,Почта России,,
43.1135836,131.9283868,facility,,,,,
43.1130962,131.9296089,facility,,,,,
43.1131254,131.9290446,facility,,Деревянный сартир,,,
43.1356807,131.8977839,medics,Авиценна +,медицинский центр Авиценна,,,
43.1356901,131.8976595,restaurant,Харбин,,,,
43.1377731,131.8954379,medics,Тафи-диагностика,сеть медицинских лабораторий,,,
43.1357848,131.8957552,facility,,,,,
43.1357887,131.8957231,facility,,,,,
43.1361085,131.8959385,facility,,,,,
43.1326581,131.8977391,medics,MedUnion,лечение в корее,,,
43.1359147,131.8972243,cafe,Алмаз,,,,
43.1348336,131.9052958,facility,,,,,
43.1349422,131.8980395,medics,"ООО ""Вира дент""",,,,
43.1351093,131.8978801,veterinary,доктор Макс,,,,
43.1303401,131.9012998,alco,Tokyo,sushi bar,,,
43.1311741,131.90063,community_centre,Весь мир,образовательный клуб,"Российское отделение ассоциации женщин стран АТР ""ВЛАДА""",,
43.1255084,131.8950746,facility,,,,,
43.101872,131.9394841,community_centre,Дети приморья,некоммерческий детский благотворительный фонд,,,
43.1033921,131.9374656,facility,,,,,
43.1357263,131.8988644,pharmacy,,,,,
43.0943992,131.8971282,cafe,Армянское кафе,,,,
43.0938868,131.8968017,alco,Каравелла,,,,
43.0944241,131.8961971,pharmacy,Семейная аптека,,,,
43.0939111,131.897323,car_wash,,,,,
43.1156268,131.8871214,pharmacy,,,,,
43.114744,131.885564,facility,,,,,
43.1155954,131.8855832,facility,,,,,
43.1164368,131.8969251,restaurant,Крестовый перевал,,,,
43.0935532,131.896113,atm,ДВ Банк,,,,
43.1144718,131.8956722,facility,,,,,
43.0951072,131.9590781,facility,,,,,
43.0943848,131.9603719,facility,,,,,
43.1172061,131.8964115,facility,,,,,
43.0922714,131.9661046,pharmacy,Монастырев,,,,
43.0923513,131.9649319,facility,,,,,
43.0928202,131.9671744,facility,,,,,
43.1190991,131.8897403,atm,,,,Дальневосточный банк (ДВБ),
43.1191083,131.889691,atm,,,,Примсоцбанк,
43.1191165,131.8896448,atm,,,,Сбербанк,
43.1191247,131.8895924,atm,,,,ВТБ24,
43.1150445,131.8950166,cafe,Bistro #8,,,,
43.0958375,131.9749678,medics,Юнилаб,независимая лаборатория,,,
43.0958461,131.9750897,post_box,,,,,
43.0936469,131.9619585,facility,,,,,
43.0951478,131.9682904,goverment,Избирательный участок №604,,,,
43.0951695,131.9683361,community_centre,Орлёнок,Детский клуб,,,
43.0958153,131.9695042,facility,,,,,
43.0910681,131.9669991,atm,,,ПримСоцБанк,ПримСоцБанк,
43.0914185,131.9671834,facility,,,,,
43.0921023,131.9692907,facility,,,,,
43.0954868,131.9690809,medics,Владивостокская поликлинника №6,отделение восстановительного лечения,,,
43.0942159,131.9666686,restaurant,Столовая,,,,
43.094083,131.9666769,facility,,,,,
43.0940976,131.9668281,post_box,,,,,
43.0943281,131.9673372,facility,,,,,
43.0944367,131.9672014,facility,,,,,
43.094488,131.9671698,facility,,,,,
43.0961411,131.9600145,facility,,,,,
43.0944154,131.9603799,facility,,,,,
43.0945444,131.9604597,facility,,,,,
43.0953677,131.969605,medics,Станция скорой медицинской помощи г. Владивостока,Подстанция Тихая,Департамент здравоохранения Приморского края,,
43.1015077,131.9397489,facility,Геодезическая,,,,
43.0962325,131.9588412,facility,,,,,
43.1788479,131.9185435,cafe,Сытый Горыныч,,,,
43.1747321,131.9407998,cafe,Баку,,,,
43.1694821,131.9325215,cafe,Шеньян,,,,
43.1125159,131.8789405,restaurant,Ностальгия,,,,
43.1207877,131.8827194,restaurant,Харбин,,,,
43.1202911,131.8762455,facility,,,,,
43.1212441,131.875797,vending_machine,,,,,
43.1213024,131.8871551,facility,,,,,
43.1242097,131.8756829,facility,,,,,
43.0941451,131.9620147,facility,,,,,
43.0947918,131.9615773,facility,,,,,
43.0943412,131.9673144,facility,,,,,
43.0951589,131.9693461,facility,,,,,
43.0929665,131.9630611,facility,,,,,
43.0943253,131.9567774,medics,Dentium,,,,
43.0916925,131.9583207,facility,,,,,
43.1303085,131.8921055,pharmacy,Монастырёв.рф,,,,
43.1302055,131.8921811,facility,,,,,
43.0921326,131.9728952,alco,Bookmaker hall,,"ООО ""Мелофон""",,
43.0922218,131.973286,cafe,,,,,
43.0919581,131.9716604,fast_food,Минутка,,,,
43.0925148,131.9696301,goverment,Единое социальное окно,,,,
43.0925406,131.9696009,goverment,Учётно-регистрационный центр Владивостока,,,,
43.0904235,131.9673434,medics,Ортомед,Ортопедический салон,,,
43.0903627,131.9667588,pharmacy,Семейная аптека,,,,
43.0899229,131.9670337,pharmacy,,,,,
43.0908694,131.9658988,facility,,,,,
43.0935526,131.8960503,pharmacy,,,,,
43.0953696,131.9770433,cafe,Columbus,интернет кафе,,,
43.0953685,131.9771075,cafe,Кухня по восточному,,,,
43.0947753,131.9769149,facility,,,,,
43.0949609,131.9771374,facility,,,,,
43.0928611,131.9758702,facility,,,,,
43.0924815,131.9743683,facility,,,,,
43.0926723,131.9720585,facility,,,,,
43.1005165,131.9437994,facility,,,,,
43.1005637,131.9438475,facility,,,,,
43.0994616,131.9449351,facility,,,,,
43.0988107,131.9475309,facility,,,,,
43.1167138,131.8827671,bank,ВТБ,,Банк ВТБ (публичное акционерное общество),ВТБ,
43.0937966,131.9509595,alco,Анталия,,,,
43.0938811,131.9509981,cafe,Анталия,,,,
43.0940948,131.9508538,pharmacy,,,,,
43.0936317,131.9526821,facility,,,,,
43.0927425,131.9538388,facility,,,,,
43.1220012,131.8902917,cafe,,,,,
43.094636,131.958802,pharmacy,Надалекс,,"ООО ""Надалекс МЕД""",,
43.093705,131.9577107,facility,,,,,
43.0945592,131.9601511,facility,,,,,
43.086278,131.955359,facility,,,,,
43.0862766,131.9551841,facility,,,,,
43.0863417,131.9551881,facility,,,,,
43.0863426,131.9553591,facility,,,,,
43.0863641,131.9551888,facility,,,,,
43.0863631,131.9553468,facility,,,,,
43.0864411,131.9551833,facility,,,,,
43.0864421,131.9553441,facility,,,,,
43.0868892,131.9547613,facility,,,,,
43.0892447,131.9605066,facility,,,,,
43.08667,131.9571475,facility,,,,,
43.1162809,131.9109332,facility,,,,,
43.1001858,131.9509968,facility,,,,,
43.0988726,131.9529363,fast_food,Cremesso,,,,
43.0997548,131.9513032,medics,Владивостокская стоматологическая поликлинника №2,Детское отделение,,,
43.0979021,131.9525362,cafe,Кафешка,,,,
43.098599,131.95205,facility,,,,,
43.0976666,131.9539491,vending_machine,,Мой дельфин,,,
43.0970556,131.9546582,car_wash,,,777,,
43.0975583,131.9544529,post_box,,,,,
43.0971831,131.9562061,cafe,,,,,
43.0972357,131.9587809,atm,,,Росбанк,Росбанк,
43.1146614,131.8950586,education,Cпециальная (коррекционная) школа-интернат №1,,,,
43.1148666,131.8946785,medics,"Приморское краевое бюро судебно-медицинской экспертизы, ГБУЗ",,,,
43.1676255,131.9282087,medics,"Владивостокская детская поликлиника №1, КГБУЗ",,,,
43.1677072,131.9290066,facility,,,,,
43.0962827,131.9572008,facility,,,,,
43.0937982,131.9630948,facility,,,,,
43.0940141,131.9639985,facility,,,,,
43.0910999,131.9774284,facility,,,,,
43.0922771,131.9749045,facility,,,,,
43.0922641,131.9718581,cafe,Жасмин,,,,
43.0937488,131.9748887,facility,,,,,
43.0933057,131.973822,facility,,,,,
43.0931705,131.9715373,facility,,,,,
43.1158522,131.9095542,facility,,,,,
43.0908454,131.971978,medics,Здравница,Мед. центр,,,
43.0908072,131.9718303,medics,Ортолюкс,ортопедический салон,,,
43.090802,131.969945,atm,,,ДВБ,Дальневосточный банк,
43.0898124,131.9667712,fast_food,Bistrot,,,,
43.0898979,131.9668811,facility,,,,,
43.0899058,131.9669092,facility,,,,,
43.0897964,131.9665006,fast_food,Выпечка гриль,,,,
43.0897522,131.9663564,cafe,Урарту,,,,
43.0921335,131.9749739,facility,,,,,
43.0970038,131.9590867,facility,,,,,
43.0970401,131.9590772,facility,,,,,
43.0952119,131.9596914,vehicle_ramp,,,,,
43.0918397,131.9611506,car_wash,,,,,
43.0910278,131.9598363,alco,Ёрш,,,,
43.0912764,131.9598729,facility,,,,,
43.0912825,131.9599249,pharmacy,,,ООО Здравье,,
43.0915506,131.9598881,post_box,,,,,
43.091583,131.9594783,facility,,,,,
43.0789646,131.8423581,car_rental,Прокат водных мотоциклов,,,,
43.0948527,131.9766199,facility,,,,,
43.0954927,131.977942,facility,,,,,
43.095498,131.9781026,facility,,,,,
43.0938233,131.972366,post_box,,,Почта России,,
43.1795784,131.917824,culture,Центр современного искусства ЗАРЯ,,,,
43.1176963,131.8859918,cafe,Столовая,,,,
43.1187687,131.8892208,medics,Адреналин,,,,
43.0940607,131.9705751,medics,Владивостокская поликлинника №6,,,,
43.0951669,131.9739128,facility,,,,,
43.0954204,131.9746271,facility,,,,,
43.0938044,131.8962162,pharmacy,,,,,
43.0993352,131.9408582,atm,,,Сбербанк,,
43.1147368,131.9097104,medics,Асклепий,,,,
43.114306,131.9087185,bank,Морской банк,,,,
43.1142757,131.9086066,alco,Дублин,,,,
43.1775116,131.9320586,facility,,,,,
43.1117348,131.9372299,atm,Росбанк,,,,
43.1143461,131.9456707,atm,,,,МДМ Банк,
43.1007434,131.9490985,bank,ПримСоцБанк,,,,
43.1151552,131.9093547,medics,,,,,
43.0927463,131.8627661,facility,,,,,
43.1696168,131.922363,facility,,,,,
43.1146486,131.9221694,education,Библиотека №22,,,,
43.1510533,131.9086939,pharmacy,Семейная,,,,
43.1488624,131.911372,atm,,,,Сбербанк,
43.237517,132.0485886,fuel,АГЗС,,,,
43.1099038,131.8771243,restaurant,,,,,
43.1187,131.8801736,alco,Мумий Тролль,,,,
43.1713943,131.9341861,medics,Carat V,,,,
43.172412,131.9355908,cafe,Метеор,,,,
43.088924,131.972719,medics,Приморский центр медосмотров,,,,
43.1001086,131.9506122,medics,Владивостокская поликлиника №6,,,,
43.1683377,131.9365253,parking_entrance,Парковка ТЦ Багратион,,,,
43.0979372,131.9522262,medics,,,,,
43.1097567,131.9368331,fast_food,Smile cafe,,,,
43.1101736,131.9380715,facility,,,,,
43.0973172,131.9587971,vending_machine,Мой дельфин,,,,
43.0973143,131.9587656,vending_machine,Экспресс оплата,,,,
43.0972541,131.9587805,atm,,,ДВБ,ДВБ,
43.0972728,131.95878,atm,,,Сбербанк,Сбербанк,
43.0972915,131.95878,atm,,,Приморье,Приморье,
43.096627,131.9596183,community_centre,Старт,детский шахматный клуб ДЮСШ,,,
43.0970942,131.9649164,cafe,,,,,
43.1522962,131.9104463,cafe,,,,,
43.2080546,132.0011515,facility,,"стол, очаг, ствол дерева как лавочка",,,
43.2084794,131.9992123,facility,,с порванными тканевыми стенками,,,
43.1170464,131.8899086,facility,,,,,
43.109928,131.9230899,cafe,Для своих,,Вл-Март,,
43.1002819,131.9503768,medics,Флюрографический кабинет,,,,
43.1194802,131.8906485,car_rental,,,,,
43.0896143,131.8607344,atm,,,Росбанк,,
43.0896208,131.86071,atm,,,Примсоцбанк,,
43.0896264,131.8606868,atm,,,ВТБ24,,
43.0896321,131.8606547,cafe,,,,,
43.1170729,131.9092139,facility,,,,,
43.1167968,131.9104424,facility,,,,,
43.1170699,131.911047,facility,,,,,
43.1980029,131.9247604,atm,,,Сбербанк,,
43.2014832,131.9271529,atm,,,Сбербанк,,
43.1920897,131.9206191,education,Центральная научная библиотека ДВО РАН,,,,
43.1337611,131.9001489,atm,Азиатско-тихоокеанский банк,,,,
43.1329415,131.9041781,bank,Альфа-Банк,,"АО ""Альфа-Банк""",,ru:Альфа-банк
43.1329299,131.9039958,bank,ВТБ Банк Москвы,,,ВТБ Банк Москвы,ru:Банк Москвы
43.1324152,131.9119927,facility,,,,,
43.1331867,131.8995372,facility,,,,,
43.1296761,131.9003029,facility,"Сбор пластика, стекла, алюминия (контейнеры)",,,,
43.1273084,131.8965486,facility,"Сбор пластика, стекла, алюминия (контейнеры)",,,,
43.1327684,131.8981954,fast_food,Royal burger,,,,
43.133523,131.9004681,cafe,Товуз,,,,
43.1335788,131.899634,cafe,Brioche,,,,
43.1333669,131.9025235,pharmacy,Ovita,,,,
43.1337384,131.9026075,medics,Аист,,,,
43.1334339,131.8984963,community_centre,Семицветик,детский центр,,,
43.1333941,131.9022784,goverment,УМВД РОссии по приморскому краю,,,,
43.134275,131.9005375,facility,,,,,
43.1294901,131.8890033,cafe,Кот,,,,
43.1304571,131.9091531,fast_food,Route big city food 60,,,,
43.1302199,131.9107305,education,Библиотека имени Горького,,,,
43.1299893,131.9122475,cafe,Сад,,,,
43.1294745,131.9119216,medics,Студия эстетической медицины,,,,
43.1354298,131.9009929,medics,Тридент,,,,
43.1312654,131.9124323,pharmacy,,,,,
43.1175234,131.891628,cafe,Moloko&Med,,,,
43.1308476,131.9123786,cafe,bonus club,интернет кафе,,,
43.1177316,131.8925506,restaurant,Palau Fish,,,,
43.1153307,131.9345937,facility,,,,,
43.135227,131.903132,pharmacy,Здоровье+,,,,
43.1352547,131.9046501,atm,,,ВТБ24,ВТБ24,
43.1352619,131.9033849,facility,,,,,
43.1358594,131.8995824,atm,,,,Росбанк,
43.1182666,131.9089758,fast_food,,,,,
43.1199959,131.9089738,facility,Приём металла,,,,
43.1232159,131.8812124,medics,МРТ-эксперт,,МРТ-Эксперт Приморье,,
43.1203203,131.885351,cafe,limoncello,,,,
43.1140912,131.8810403,cafe,Стооловая,,,,
43.1178176,131.8865116,cafe,Мульткафе Deja Vu,,,,
43.1176829,131.8874078,fast_food,Столовая №1,,,,
43.1142868,131.9323071,medics,центр мануальной терапии и детской медицинской реабилитации,,,,
43.1163268,131.9293207,medics,,,,,
43.1944502,131.9238909,facility,,,,,
43.1158465,131.8821379,restaurant,DAB (Drinks and Burgers),,,,
43.0985272,131.9317693,education,Библиотека № 14,,,,
43.117804,131.8818151,cafe,Ух ты блин,,,,
43.117352,131.8879372,cafe,Melange cafe,,,,
43.1288777,131.8918364,atm,,,Сбербанк,,
43.1292974,131.8928942,atm,,,Росбанк,,
43.1134237,131.9110861,nightclub,Grammy,,,,
43.1138828,131.9116113,facility,,,,,
43.1183468,131.882833,fast_food,Бургер Кинг,,,,ru:Burger King
43.1147756,131.8913456,atm,,,Морской банк,,
43.114777,131.8913169,atm,,,Росбанк,,
43.1147879,131.8913316,atm,,,Сбербанк,,
43.131674,131.9363421,alco,Аигюнь,,,,
43.1195758,131.886346,bank,Номос региобанк,,,,
43.1304581,131.937974,pharmacy,,,,,
43.1133434,131.9200491,facility,,,УВД,,
43.1125496,131.91992,medics,Детская Стоматология,,,,
43.1130232,131.8808705,alco,Караоке Zvook,,,,
43.1168874,131.880258,alco,Мюнхен,,,,
43.1174634,131.8837022,bank,Альфа-Банк,,"АО ""Альфа-Банк""",,ru:Альфа-банк
43.1143665,131.8931783,bank,Открытие,,,,
43.1282922,131.8973362,pharmacy,Здоровье,,"Медицинский центр ""Здоровье""",,
43.1143096,131.8934615,cafe,Пекарня Мишеля,,,,
43.1119668,131.8801674,cafe,Золотой феникс,,,,
43.1192648,131.8821203,restaurant,Tokyo Kawaii,,,,
43.1115833,131.9172258,medics,Центр патологии мочеиспускания,оф. 308,,,
43.1025565,131.9399636,pharmacy,Семейная аптека,,,,
43.1023088,131.9394343,facility,,,бытовые отходы,,
43.1017507,131.9398196,facility,,,,,
43.1022885,131.9394154,facility,,,,,
43.1020066,131.9396322,facility,,,,,
43.1101331,131.936142,fast_food,,Питстоп,,,
43.1027899,131.940113,facility,,,,,
43.1020881,131.9394331,facility,,,,,
43.1020505,131.9395255,facility,,,,,
43.1102329,131.9356651,fast_food,,Киоск быстрой еды,,,
43.1176013,131.8814086,cafe,Файв о клок,,,,
43.113201,131.9520848,alco,Шар удачи,,,,
43.1589649,131.918127,pharmacy,Семейная аптека,,,,
43.1014241,131.9405621,medics,Наркологический диспансер,,,,
43.1514897,131.9088751,cafe,Барон,,,,
43.1198692,131.8811694,car_rental,"Прокат автомобилей ""Старт""",,,,
43.1130249,131.9306056,education,Вершина Монтессори,,,,
43.1244353,131.9224875,medics,Клиника Вера,,,,
43.1257304,131.9213288,atm,Сбербанк,,,,
43.125754,131.9212959,bank,Сбербанк,,,,
43.116326,131.8823418,facility,,,Подземный переход,,
43.1255123,131.922486,place_of_worship,Церковь христиан адвентистов седьмого дня,,,,
43.124805,131.9229977,cafe,Золотой лотос,,,,
43.1009245,131.9229402,car_wash,Энигма,,,,
43.1169081,131.8801465,alco,Селфи,,,,
43.0895464,131.9736305,facility,,,,,
43.0895797,131.9736855,facility,,,,,
43.0896248,131.9736479,facility,,,,,
43.20103,132.030088,facility,,очаг из камней,,,
43.1007417,131.9042467,cafe,Алмаз,,,,
43.1007793,131.9042545,car_wash,,,,,
43.1191634,131.881199,cafe,Меланж,,,,
43.1135989,131.9109301,nightclub,Ретро,,,,
43.1141008,131.895092,telephone,,,Ростелеком,,
43.1180188,131.8858336,atm,Альфа-Банк,,,,
43.1129172,131.8809972,cafe,Столовая,,,,
43.1094256,131.9445478,pharmacy,,,,,
43.1304845,131.932425,facility,,,,,
43.1212043,131.8764298,community_centre,Дом Бабочек ВОСТОРГ,,,,
43.1002659,131.9038165,atm,Сбербанк,,,,
43.100341,131.9038145,atm,Газпромбанк,,,,
43.1136192,131.9062742,facility,,,,,
43.1134587,131.906157,facility,,,,,
43.1136344,131.9062403,facility,,,,,
43.1134283,131.9059616,facility,,,,,
43.1135326,131.9062264,facility,,,,,
43.1133968,131.9060942,facility,,,,,
43.1112818,131.8802053,atm,Росбанк,,Росбанк,,
43.1275101,131.9242669,facility,,,,,
43.127849,131.9232652,facility,,,,,
43.1094296,131.8769391,pharmacy,Монастырëв,,,,
43.1106922,131.9371641,fast_food,,,,,
43.115811,131.887244,cafe,Кофеин,"Вкусно, уютно",,,
43.1157116,131.8870055,vending_machine,Жетоны для стоянки,,,,
43.0994396,131.9271441,medics,Альфест,,,,
43.0935524,131.9166586,alco,Пиво у Andrew,,,,
43.0989451,131.9133974,cafe,Шашлык,,,,
43.0961467,131.9013475,goverment,Пожарная часть № 4,,,,
43.0997118,131.9193503,cafe,Золотой дракон,,,,
43.0938154,131.9162913,pharmacy,Семейная аптека,,,,
43.0931382,131.9166231,alco,Хижина Патрика,,,,
43.0939472,131.9136027,cafe,Санья,,,,
43.0974632,131.9190126,medics,Владивостокская детская поликлиника №4,,,,
43.0920466,131.9111468,fuel,,,,,
43.0904462,131.9145545,veterinary,,,,,
43.101244,131.9124186,medics,Детская поликлиника №10,,,,
43.09897,131.920373,pharmacy,ГосАптека,,,,
43.1284409,131.8928245,medics,Доктор Тафи,,,,
43.1283478,131.8934696,pharmacy,Моя Аптека,,,,
43.1563041,131.9229093,cafe,,,,,
43.1263044,131.9168061,facility,,,,,
43.0997299,131.9049602,medics,,,,,
43.0912946,131.9171589,pharmacy,Аптека,,,,
43.085831,131.8942091,goverment,,,,,
43.101958,131.9328875,pharmacy,Оптика,,,,
43.0934877,131.9155698,medics,,,,,
43.1139414,131.9139766,post_office,СДЕК,,,,
43.1282598,131.8918682,cafe,Ганга,,,,
43.112497,131.9414931,cafe,Кыргызстан,,,,
43.1125128,131.9421108,cafe,Старый фаэтон,,,,
43.1125193,131.941907,car_wash,,,,,
43.1219226,131.9538688,facility,,,,,
43.1811728,131.9204566,fast_food,Drive-through fastfood,,,,
43.1172492,131.8796272,alco,Moonshine,,,,
43.1173011,131.8800743,alco,Downtown Project,,,,
43.1193204,131.8820562,restaurant,Korea House,,,,
43.1605483,131.9127948,fast_food,grizly grill,,,,
43.0933424,131.907971,pharmacy,,,,,
43.1289918,131.9048717,education,Всероссийское общество автомобилистов,,,,
43.208103,132.0770233,community_centre,"""Комета""",,,,
43.1660045,131.9084941,restaurant,Вьетнам-Китай,,,,
43.102591,131.8918467,car_rental,Limoclub,,,,
43.1188996,131.8868455,cafe,Пироговая,,,,
43.1608126,131.9131999,fast_food,,2-й этаж,,,
43.174001,131.9207436,facility,,,,,
43.1728297,131.9201689,pharmacy,,,,,
43.1027929,131.915827,parking_entrance,,,,,
43.1670726,131.9131797,atm,,,Сбербанк,,
43.1642981,131.9056923,atm,,,Сбербанк,,
43.1660607,131.908764,atm,,,Мособлбанк,,
43.1623427,131.9428053,fast_food,Беляшка,,,,
43.2251224,131.9881031,atm,,,Сбербанк,,
43.1965521,132.1232706,cafe,Кафе Морской Замок,,,,
43.1165097,131.8810697,atm,,,ВТБ 24,,
43.0995991,131.867392,fuel,,,,,
43.0987941,131.8634677,fuel,,,Роснефть,,
43.0819381,131.8522808,fuel,ННК,,ННК,ННК,
43.1315653,131.8995477,facility,,,,,
43.1308886,131.9000399,medics,,,,,
43.2252026,131.9891717,atm,,,Сбербанк,,
43.1183911,131.8828076,atm,,,Банк Приморье,,
43.2079157,132.1413444,fuel,,,,,
43.1736952,131.9177574,atm,,,Сбербанк,,
43.1220014,131.9532206,fast_food,Куры гриль,,,,
43.1157059,131.9006212,fountain,,,,,
43.1189601,131.9555449,vending_machine,,,,,
43.111872,131.9375741,vending_machine,,,,,
43.1747935,131.9168481,pharmacy,Госаптека,,,,
43.2271272,132.2171149,facility,,,,,
43.1210031,131.9533858,facility,,,,,
43.1203431,131.8872932,bank,Россельхозбанк,,,,
43.1160495,131.9050561,bank,Россельхозбанк,,,,
43.1186539,131.9512529,pharmacy,,,,,
43.111876,131.9378893,atm,,,Сбербанк,,
43.1188587,131.9512512,atm,,,Сбербанк,,
43.1736594,131.9185198,facility,,,,,
43.1234829,131.9225103,fuel,НК Альянс,,,,
43.1187218,131.9512203,alco,Пивко,,,,
43.1188903,131.9512564,atm,,,Росбанк,,
43.1079069,131.950247,facility,,,,,
43.1153916,131.9353339,facility,,,,,
43.1279538,131.939321,pharmacy,,,,,
43.1009782,131.9226247,car_rental,Автопрокат,,,,
43.1648488,131.9059023,medics,,,,,
43.1227591,131.9381315,medics,Эксперт,медицинская лаборатория,,,
43.1319163,131.9362242,car_wash,,,,,
43.1307948,131.9375431,cafe,Вьетнам,,,,
43.1306892,131.9377385,pharmacy,,,,,
43.1741281,131.9179095,post_box,,,Почта России,,
43.1536473,131.9526261,car_wash,Автомойка легкового и грузового,,,,
43.137584,131.9154671,facility,,,,,
43.1144709,131.9128834,medics,Евро - стом,,,,
43.1213793,131.8779732,restaurant,Zuma,,,,
43.1360218,131.89376,facility,,,,,
43.1360563,131.8939328,facility,,,,,
43.1360868,131.8940838,facility,,,,,
43.1361134,131.8942457,facility,,,,,
43.1800287,131.9114049,facility,,,,,
43.1579813,131.9398728,fuel,Роснефть,,,Роснефть,
43.1576501,131.9408231,fuel,Роснефть,,,Роснефть,
43.2329796,132.0294456,fuel,НК Альянс,,,,
43.1392533,131.9482438,fast_food,Кофемашина,,,,
43.1191575,131.9325003,atm,,,Сбербанк,,
43.128243,131.8919472,cafe,Arte,,,,
43.1580144,131.9192634,medics,Поликлиника,,,,
43.1587092,131.9173183,place_of_worship,,,,,
43.1606784,131.9130982,atm,,,Сбербанк,,
43.1615671,131.9131569,restaurant,Чайхона Хлопок,,,,
43.1566709,131.923809,atm,,,Сбербанк,,
43.21251,131.9506823,atm,,,Сбербанк,,
43.212547,131.9506609,atm,,,Восточный банк,,
43.2125783,131.9506377,atm,,,Газпромбанк,,
43.2126152,131.9506055,atm,,,ВТБ24,,
43.1169319,131.8852902,cafe,Republic,,,,
43.0930479,131.979927,fuel,,,,,
43.147174,131.9052862,fuel,HHK,,,,
43.1170084,131.8796051,fast_food,8 минут,,,,
43.0965951,131.9565813,fuel,Бензо,,,,
43.1042353,131.9819539,fuel,НК Альянс,,,,
43.1042625,131.9400033,facility,,,,,
43.1044908,131.9368727,bank,Восточный экспресс банк,,,,
43.1000006,131.9614349,fuel,Манойл,,,,
43.1166312,131.8781139,atm,,,Сбербанк,,
43.2012613,131.9507391,fuel,,,,,
43.1588948,131.9463384,fuel,НК Альянс,,,,
43.1617457,131.9213099,fuel,,,,,
43.1607233,131.9184381,fuel,,,,,
43.1604688,131.9116098,fuel,,,,,
43.175728,131.9395117,fuel,,,,,
43.0916808,131.9266653,fuel,Роснефть,,,,
43.0845821,131.9078768,fuel,,,,,
43.0907356,131.884062,fuel,,,,,
43.0939284,131.8983353,fuel,,,,,
43.101934,131.9127271,fuel,,,,,
43.1044974,131.9004687,fuel,,,,,
43.1204881,131.9302644,fuel,,,,,
